InvoiceID,InvoiceTypeCode,InvoiceStatus,IssueDate,DueDate,CurrencyCode,SellerID,SellerTRN,BuyerID,BuyerTRN,BuyerCountry,PaymentTermCode,OriginalInvoiceID,TaxExclusiveAmount,TaxAmount,TaxInclusiveAmount,PayableAmount,ErrorScenarioCode
INV-2025-000017,380,ISSUED,2025-11-17,2025-12-17,AED,SELLER-001,100987654321000,CUST000023,200000000000023,AE,NET30,,10188.43,509.42,10697.85,10697.85,
INV-2025-000018,380,ISSUED,2025-09-29,2025-10-06,AED,SELLER-001,100987654321000,CUST000047,200000000000047,AE,NET7,,1495.99,74.80,1570.79,1570.79,
INV-2025-000019,380,ISSUED,2025-07-04,2025-07-04,AED,SELLER-001,100987654321000,CUST000064,200000000000064,AE,IMMED,,8078.08,403.90,8481.98,8481.98,
INV-2025-000020,380,ISSUED,2025-07-12,2025-07-19,AED,SELLER-001,100987654321000,CUST000025,200000000000025,AE,NET7,,122475.99,6123.80,128599.79,128599.79,
INV-2025-000021,380,ISSUED,2025-02-03,2025-02-18,AED,SELLER-001,100987654321000,CUST000244,,OM,NET15,,944.03,47.20,991.23,991.23,
INV-2025-000022,380,ISSUED,2025-03-09,2025-03-16,AED,SELLER-001,100987654321000,CUST000050,200000000000050,AE,NET7,,3437.48,171.87,3609.35,3609.35,
INV-2025-000023,380,ISSUED,2025-12-01,2025-12-16,AED,SELLER-001,100987654321000,CUST000017,200000000000017,AE,NET15,,496.90,24.85,521.75,521.75,
INV-2025-000024,380,ISSUED,2025-07-29,2025-08-05,AED,SELLER-001,100987654321000,CUST000029,200000000000029,AE,NET7,,99841.63,1356.45,101198.08,101198.08,
INV-2025-000025,380,ISSUED,2025-08-07,2025-08-07,AED,SELLER-001,100987654321000,CUST000027,200000000000027,AE,IMMED,,3633.93,19.56,3653.49,3653.49,
INV-2025-000026,380,ISSUED,2025-08-23,2025-08-23,AED,SELLER-001,100987654321000,CUST000002,200000000000002,AE,IMMED,,123.54,6.18,129.72,129.72,
INV-2025-000027,380,ISSUED,2025-12-19,2025-12-19,AED,SELLER-001,100987654321000,CUST000141,200000000000141,AE,IMMED,,18634.62,931.73,19566.35,19566.35,
INV-2025-000028,380,ISSUED,2025-04-14,2025-04-21,AED,SELLER-001,100987654321000,CUST000139,200000000000139,AE,NET7,,1115.64,55.78,1171.42,1171.42,
INV-2025-000029,380,ISSUED,2025-01-11,2025-02-10,AED,SELLER-001,100987654321000,CUST000038,200000000000038,AE,NET30,,19397.03,969.85,20366.88,20366.88,
INV-2025-000030,380,ISSUED,2025-12-06,2026-01-05,AED,SELLER-001,100987654321000,CUST000049,200000000000049,AE,NET30,,38708.24,1935.41,40643.65,40643.65,
INV-2025-000031,380,ISSUED,2025-12-17,2026-01-01,AED,SELLER-001,100987654321000,CUST000114,200000000000114,AE,NET15,,5947.64,297.38,6245.02,6245.02,
INV-2025-000032,380,ISSUED,2025-10-26,2025-11-25,AED,SELLER-001,100987654321000,CUST000007,200000000000007,AE,NET30,,69388.41,3469.42,72857.83,72857.83,
INV-2025-000033,380,ISSUED,2025-07-08,2025-08-07,AED,SELLER-001,100987654321000,CUST000038,200000000000038,AE,NET30,,1297.31,64.87,1362.18,1362.18,
INV-2025-000034,380,ISSUED,2025-01-22,2025-02-21,AED,SELLER-001,100987654321000,CUST000033,200000000000033,AE,NET30,,37837.75,1550.73,39388.48,39388.48,
INV-2025-000035,380,ISSUED,2025-02-09,2025-02-09,AED,SELLER-001,100987654321000,CUST000156,200000000000156,AE,IMMED,,36.10,1.81,37.91,37.91,
INV-2025-000036,380,ISSUED,2025-07-18,2025-08-17,AED,SELLER-001,100987654321000,CUST000044,200000000000044,AE,NET30,,7255.88,362.80,7618.68,7618.68,
INV-2025-000037,380,ISSUED,2025-06-09,2025-06-09,AED,SELLER-001,100987654321000,CUST000011,200000000000011,AE,IMMED,,2743.66,137.18,2880.84,2880.84,
INV-2025-000038,380,ISSUED,2025-01-29,2025-01-29,AED,SELLER-001,100987654321000,CUST000035,200000000000035,AE,IMMED,,274482.57,13724.13,288206.70,288206.70,
INV-2025-000039,380,ISSUED,2025-11-05,2025-11-05,AED,SELLER-001,100987654321000,CUST000170,200000000000170,AE,IMMED,,3561.67,178.08,3739.75,3739.75,
INV-2025-000040,380,ISSUED,2025-03-14,2025-03-14,AED,SELLER-001,100987654321000,CUST000224,,US,IMMED,,2975.49,148.77,3124.26,3124.26,
INV-2025-000041,380,ISSUED,2025-10-07,2025-10-14,AED,SELLER-001,100987654321000,CUST000186,200000000000186,AE,NET7,,18755.16,937.76,19692.92,19692.92,
INV-2025-000042,380,ISSUED,2025-01-29,2025-01-29,AED,SELLER-001,100987654321000,CUST000029,200000000000029,AE,IMMED,,2024.94,101.25,2126.19,2127.19,ERR04_TOTALS_NOT_RECONCILE
INV-2025-000043,380,ISSUED,2025-05-26,2025-06-10,AED,SELLER-001,100987654321000,CUST000020,200000000000020,AE,NET15,,89671.25,4483.56,94154.81,94154.81,
INV-2025-000044,380,ISSUED,2025-02-11,2025-02-11,AED,SELLER-001,100987654321000,CUST000041,200000000000041,AE,IMMED,,4805.18,240.27,5045.45,5045.45,
INV-2025-000045,380,ISSUED,2025-12-09,2026-01-08,AED,SELLER-001,100987654321000,CUST000038,200000000000038,AE,NET30,,199986.05,9999.31,209985.36,209985.36,
INV-2025-000046,380,ISSUED,2025-02-11,2025-02-26,AED,SELLER-001,100987654321000,CUST000003,200000000000003,AE,NET15,,9390.99,469.55,9860.54,9860.54,
INV-2025-000047,380,ISSUED,2025-02-10,2025-02-25,AED,SELLER-001,100987654321000,CUST000007,200000000000007,AE,NET15,,287.61,14.38,301.99,301.99,
INV-2025-000048,380,ISSUED,2025-10-08,2025-11-07,AED,SELLER-001,100987654321000,CUST000024,200000000000024,AE,NET30,,4548.00,227.40,4775.40,4775.40,
INV-2025-000049,380,ISSUED,2025-10-01,2025-10-31,AED,SELLER-001,100987654321000,CUST000004,200000000000004,AE,NET30,,11308.74,565.44,11874.18,11874.18,
INV-2025-000050,380,ISSUED,2025-12-24,2025-12-31,AED,SELLER-001,100987654321000,CUST000036,200000000000036,AE,NET7,,255340.71,12767.03,268107.74,268107.74,ERR03_TAX_MISMATCH
INV-2025-000051,380,ISSUED,2025-08-17,2025-09-01,AED,SELLER-001,100987654321000,CUST000062,200000000000062,AE,NET15,,24703.94,1235.20,25939.14,25939.14,
INV-2025-000052,380,ISSUED,2025-07-09,2025-07-24,AED,SELLER-001,100987654321000,CUST000035,200000000000035,AE,NET15,,8723.28,436.16,9159.44,9159.44,
INV-2025-000053,380,ISSUED,2025-08-06,2025-08-13,AED,SELLER-001,100987654321000,CUST000246,,UK,NET7,,4983.39,249.17,5232.56,5232.56,
INV-2025-000054,380,ISSUED,2025-02-14,2025-03-01,AED,SELLER-001,100987654321000,CUST000007,200000000000007,AE,NET15,,191460.94,9573.05,201033.99,201033.99,
INV-2025-000055,380,ISSUED,2025-04-15,2025-04-30,AED,SELLER-001,100987654321000,CUST000050,200000000000050,AE,NET15,,8142.86,407.14,8550.00,8550.00,
INV-2025-000056,380,ISSUED,2025-01-04,2025-01-11,AED,SELLER-001,100987654321000,CUST000040,200000000000040,AE,NET7,,932.82,46.64,979.46,979.46,
INV-2025-000057,380,ISSUED,2025-01-07,2025-01-22,AED,SELLER-001,100987654321000,CUST000003,200000000000003,AE,NET15,,13271.64,663.58,13935.22,13935.22,
INV-2025-000058,380,ISSUED,2025-09-18,2025-09-18,AED,SELLER-001,100987654321000,CUST000198,200000000000198,AE,IMMED,,2199.12,109.96,2309.08,2309.08,
INV-2025-000059,380,ISSUED,2025-08-21,2025-08-28,AED,SELLER-001,100987654321000,CUST000071,200000000000071,AE,NET7,,100719.54,5030.12,105749.66,105749.66,
INV-2025-000060,380,ISSUED,2025-11-18,2025-11-18,AED,SELLER-001,100987654321000,CUST000023,200000000000023,AE,IMMED,,2300.37,25.04,2325.41,2325.41,
INV-2025-000061,380,ISSUED,2025-10-16,2025-10-23,AED,SELLER-001,100987654321000,CUST000010,200000000000010,AE,NET7,,131876.69,6593.83,138470.52,138470.52,
INV-2025-000062,380,ISSUED,2025-10-07,2025-10-07,AED,SELLER-001,100987654321000,CUST000006,200000000000006,AE,IMMED,,5359.98,268.00,5627.98,5627.98,
INV-2025-000063,380,ISSUED,2025-12-18,2026-01-02,AED,SELLER-001,100987654321000,CUST000038,12345678901234,AE,NET15,,8001.52,400.08,8401.60,8401.60,ERR02_BAD_TRN_LENGTH
INV-2025-000064,380,ISSUED,2025-12-19,2026-01-03,AED,SELLER-001,100987654321000,CUST000028,200000000000028,AE,NET15,,9302.90,465.15,9768.05,9768.05,
INV-2025-000065,380,ISSUED,2025-05-15,2025-05-30,AED,SELLER-001,100987654321000,CUST000136,200000000000136,AE,NET15,,948.04,47.40,995.44,995.44,
INV-2025-000066,380,ISSUED,2025-08-03,2025-08-03,AED,SELLER-001,100987654321000,CUST000186,200000000000186,AE,IMMED,,11777.09,560.34,12337.43,12337.43,
INV-2025-000067,380,ISSUED,2025-08-05,2025-08-05,AED,SELLER-001,100987654321000,CUST000013,200000000000013,AE,IMMED,,186230.31,6091.45,192321.76,192321.76,
INV-2025-000068,380,ISSUED,2025-10-17,2025-10-17,AED,SELLER-001,100987654321000,CUST000042,200000000000042,AE,IMMED,,9222.24,461.11,9683.35,9683.35,
INV-2025-000069,380,ISSUED,2025-03-27,2025-03-27,AED,SELLER-001,100987654321000,CUST000041,200000000000041,AE,IMMED,,158.39,7.92,166.31,166.31,
INV-2025-000070,380,ISSUED,2025-04-30,2025-05-30,AED,SELLER-001,100987654321000,CUST000007,200000000000007,AE,NET30,,3933.48,196.68,4130.16,4130.16,
INV-2025-000071,380,ISSUED,2025-09-27,2025-10-12,AED,SELLER-001,100987654321000,CUST000044,200000000000044,AE,NET15,,797.40,39.87,837.27,837.27,
INV-2025-000072,380,ISSUED,2025-04-26,2025-04-26,AED,SELLER-001,100987654321000,CUST000149,200000000000149,AE,IMMED,,10098.58,504.92,10603.50,10603.50,
INV-2025-000073,380,ISSUED,2025-04-24,2025-05-09,AED,SELLER-001,100987654321000,CUST000041,200000000000041,AE,NET15,,113303.90,5665.20,118969.10,118969.10,
INV-2025-000074,380,ISSUED,2025-08-08,2025-08-23,AED,SELLER-001,100987654321000,CUST000006,200000000000006,AE,NET15,,8447.43,422.37,8869.80,8869.80,
INV-2025-000075,380,ISSUED,2025-04-17,2025-05-02,AED,SELLER-001,100987654321000,CUST000034,200000000000034,AE,NET15,,11289.37,564.47,11853.84,11853.84,
INV-2025-000076,380,ISSUED,2025-08-05,2025-08-05,AED,SELLER-001,100987654321000,CUST000037,200000000000037,AE,IMMED,,5115.06,239.86,5354.92,5354.92,
INV-2025-000077,380,ISSUED,2025-03-05,2025-03-20,AED,SELLER-001,100987654321000,CUST000059,200000000000059,AE,NET15,,550.53,27.53,578.06,578.06,
INV-2025-000078,380,ISSUED,2025-08-18,2025-09-02,AED,SELLER-001,100987654321000,CUST000029,200000000000029,AE,NET15,,3910.42,195.52,4105.94,4105.94,
INV-2025-000079,380,ISSUED,2025-07-30,2025-08-14,AED,SELLER-001,100987654321000,CUST000047,200000000000047,AE,NET15,,1840.38,92.02,1932.40,1932.40,
INV-2025-000080,380,ISSUED,2025-04-11,2025-04-18,AED,SELLER-001,100987654321000,CUST000103,200000000000103,AE,NET7,,2085.40,104.27,2189.67,2189.67,
INV-2025-000081,380,ISSUED,2025-06-16,2025-07-01,AED,SELLER-001,100987654321000,CUST000044,200000000000044,AE,NET15,,223.16,11.16,234.32,234.32,
INV-2025-000082,380,ISSUED,2025-08-07,2025-08-14,AED,SELLER-001,100987654321000,CUST000017,200000000000017,AE,NET7,,3185.28,159.26,3344.54,3344.54,
INV-2025-000083,380,ISSUED,2025-08-21,2025-08-21,AED,SELLER-001,100987654321000,CUST000071,200000000000071,AE,IMMED,,2170.25,108.52,2278.77,2278.77,ERR07_NEG_QTY_ON_380
INV-2025-000084,380,ISSUED,2025-04-20,2025-05-20,AED,SELLER-001,100987654321000,CUST000009,200000000000009,AE,NET30,,46405.32,2320.27,48725.59,48725.59,
INV-2025-000085,380,ISSUED,2025-10-06,2025-10-06,AED,SELLER-001,100987654321000,CUST000025,200000000000025,AE,IMMED,,16673.51,177.43,16850.94,16850.94,
INV-2025-000086,380,ISSUED,2025-08-29,2025-09-13,AED,SELLER-001,100987654321000,CUST000041,200000000000041,AE,NET15,,121353.86,6067.70,127421.56,127421.56,
INV-2025-000087,380,ISSUED,2025-11-09,2025-12-09,AED,SELLER-001,100987654321000,CUST000046,200000000000046,AE,NET30,,4217.58,210.88,4428.46,4428.46,
INV-2025-000088,380,ISSUED,2025-01-22,2025-01-22,USD,SELLER-001,100987654321000,CUST000027,200000000000027,AE,IMMED,,245278.35,12263.92,257542.27,257542.27,ERR05_BAD_CURRENCY
INV-2025-000089,380,ISSUED,2025-02-11,2025-03-13,AED,SELLER-001,100987654321000,CUST000166,200000000000166,AE,NET30,,1740.85,87.04,1827.89,1827.89,
INV-2025-000090,380,ISSUED,2025-01-22,2025-02-21,AED,SELLER-001,100987654321000,CUST000012,200000000000012,AE,NET30,,51994.86,2599.75,54594.61,54594.61,
INV-2025-000091,380,ISSUED,2025-01-28,2025-02-04,AED,SELLER-001,100987654321000,CUST000196,200000000000196,AE,NET7,,4492.88,224.64,4717.52,4717.52,
INV-2025-000092,380,ISSUED,2025-05-19,2025-06-18,AED,SELLER-001,100987654321000,CUST000130,200000000000130,AE,NET30,,175.98,8.79,184.77,184.77,
INV-2025-000093,380,ISSUED,2025-02-28,2025-03-30,AED,SELLER-001,100987654321000,CUST000040,200000000000040,AE,NET30,,26718.92,1335.94,28054.86,28054.86,
INV-2025-000094,380,ISSUED,2025-04-05,2025-04-20,AED,SELLER-001,100987654321000,CUST000001,200000000000001,AE,NET15,,14203.20,710.16,14913.36,14913.36,
INV-2025-000095,380,ISSUED,2025-11-06,2025-11-21,AED,SELLER-001,100987654321000,CUST000026,200000000000026,AE,NET15,,20258.94,1012.95,21271.89,21271.89,
INV-2025-000096,380,ISSUED,2025-10-31,2025-11-15,AED,SELLER-001,100987654321000,CUST000054,200000000000054,AE,NET15,,577721.59,28886.09,606607.68,606607.68,
INV-2025-000097,380,ISSUED,2025-04-30,2025-04-30,AED,SELLER-001,100987654321000,CUST000153,200000000000153,AE,IMMED,,7798.99,256.71,8055.70,8055.70,
INV-2025-000098,380,ISSUED,2025-05-20,2025-06-19,AED,SELLER-001,100987654321000,CUST000030,200000000000030,AE,NET30,,19130.78,956.54,20087.32,20087.32,
INV-2025-000099,380,ISSUED,2025-09-25,2025-10-25,AED,SELLER-001,100987654321000,CUST000023,200000000000023,AE,NET30,,591.94,29.60,621.54,621.54,
INV-2025-000100,380,ISSUED,2025-02-15,2025-02-15,AED,SELLER-001,100987654321000,CUST000245,,BH,IMMED,,18118.95,210.23,18329.18,18329.18,
INV-2025-000101,380,ISSUED,2025-07-24,2025-07-31,AED,SELLER-001,100987654321000,CUST000071,200000000000071,AE,NET7,,54269.00,2713.45,56982.45,56982.45,
INV-2025-000102,380,ISSUED,2025-05-06,2025-05-13,AED,SELLER-001,100987654321000,CUST000033,200000000000033,AE,NET7,,350271.65,17513.58,367785.23,367785.23,
INV-2025-000103,380,ISSUED,2025-02-12,2025-02-27,AED,SELLER-001,100987654321000,CUST000039,200000000000039,AE,NET15,,4892.89,244.65,5137.54,5137.54,
INV-2025-000104,380,ISSUED,2025-01-13,2025-02-12,AED,SELLER-001,100987654321000,CUST000029,200000000000029,AE,NET30,,2475.26,123.76,2599.02,2599.02,
INV-2025-000105,380,ISSUED,2025-02-24,2025-03-26,AED,SELLER-001,100987654321000,CUST000019,200000000000019,AE,NET30,,4207.49,210.38,4417.87,4417.87,
INV-2025-000106,380,ISSUED,2025-11-22,2025-11-22,AED,SELLER-001,100987654321000,CUST000130,200000000000130,AE,IMMED,,13928.63,468.48,14397.11,14397.11,
INV-2025-000107,380,ISSUED,2025-12-10,2025-12-17,AED,SELLER-001,100987654321000,CUST000169,200000000000169,AE,NET7,,1731.14,50.20,1781.34,1781.34,
INV-2025-000108,380,ISSUED,2025-06-02,2025-06-17,AED,SELLER-001,100987654321000,CUST000141,200000000000141,AE,NET15,,7582.61,89.44,7672.05,7672.05,
INV-2025-000109,380,ISSUED,2025-12-01,2025-12-08,AED,SELLER-001,100987654321000,CUST000002,200000000000002,AE,NET7,,18263.84,913.19,19177.03,19177.03,
INV-2025-000110,380,ISSUED,2025-04-05,2025-05-05,AED,SELLER-001,100987654321000,CUST000041,200000000000041,AE,NET30,,8377.67,418.88,8796.55,8796.55,
INV-2025-000111,380,ISSUED,2025-08-18,2025-09-17,USD,SELLER-001,100987654321000,CUST000128,200000000000128,AE,NET30,,6940.08,347.00,7287.08,7287.08,ERR05_BAD_CURRENCY
INV-2025-000112,380,ISSUED,2025-10-07,2025-11-06,AED,SELLER-001,100987654321000,CUST000033,200000000000033,AE,NET30,,669.90,33.50,703.40,703.40,
INV-2025-000113,380,ISSUED,2025-06-28,2025-07-28,AED,SELLER-001,100987654321000,CUST000226,,OM,NET30,,9013.53,450.68,9464.21,9464.21,
INV-2025-000114,380,ISSUED,2025-08-27,2025-09-26,AED,SELLER-001,100987654321000,CUST000116,200000000000116,AE,NET30,,25614.33,1280.72,26895.05,26895.05,
INV-2025-000115,380,ISSUED,2025-03-05,2025-03-05,AED,SELLER-001,100987654321000,CUST000054,200000000000054,AE,IMMED,,5988.84,299.44,6288.28,6288.28,ERR06_TOO_MANY_DECIMALS
INV-2025-000116,380,ISSUED,2025-06-23,2025-07-08,AED,SELLER-001,100987654321000,CUST000158,200000000000158,AE,NET15,,157.92,7.90,165.82,165.82,
INV-2025-000117,380,ISSUED,2025-04-21,2025-05-06,AED,SELLER-001,100987654321000,CUST000047,200000000000047,AE,NET15,,173518.74,8675.94,182194.68,182194.68,
INV-2025-000118,380,ISSUED,2025-06-19,2025-07-04,AED,SELLER-001,100987654321000,CUST000081,200000000000081,AE,NET15,,166289.62,8277.00,174566.62,174566.62,
INV-2025-000119,380,ISSUED,2025-03-21,2025-03-28,AED,SELLER-001,100987654321000,CUST000013,200000000000013,AE,NET7,,13384.24,669.21,14053.45,14053.45,
INV-2025-000120,380,ISSUED,2025-03-08,2025-03-23,AED,SELLER-001,100987654321000,CUST000022,200000000000022,AE,NET15,,96.11,4.81,100.92,100.92,
INV-2025-000121,380,ISSUED,2025-12-20,2025-12-27,AED,SELLER-001,100987654321000,CUST000016,200000000000016,AE,NET7,,16061.66,803.08,16864.74,16864.74,
INV-2025-000122,380,ISSUED,2025-01-30,2025-02-14,AED,SELLER-001,100987654321000,CUST000145,200000000000145,AE,NET15,,3142.93,157.15,3300.08,3300.08,
INV-2025-000123,380,ISSUED,2025-08-12,2025-08-12,AED,SELLER-001,100987654321000,CUST000011,200000000000011,AE,IMMED,,96180.33,4809.02,100989.35,100989.35,
INV-2025-000124,380,ISSUED,2025-11-04,2025-12-04,AED,SELLER-001,100987654321000,CUST000019,200000000000019,AE,NET30,,5018.03,250.90,5268.93,5268.93,
INV-2025-000125,380,ISSUED,2025-11-25,2025-12-10,AED,SELLER-001,100987654321000,CUST000050,200000000000050,AE,NET15,,3185.06,76.99,3262.05,3262.05,
INV-2025-000126,380,ISSUED,2025-09-11,2025-09-11,AED,SELLER-001,100987654321000,CUST000189,200000000000189,AE,IMMED,,260.79,13.04,273.83,273.83,
INV-2025-000127,380,ISSUED,2025-06-07,2025-06-07,AED,SELLER-001,100987654321000,CUST000006,200000000000006,AE,IMMED,,8923.01,446.15,9369.16,9369.16,ERR07_NEG_QTY_ON_380
INV-2025-000128,380,ISSUED,2025-10-02,2025-10-17,AED,SELLER-001,100987654321000,CUST000007,200000000000007,AE,NET15,,1951.39,97.57,2048.96,2048.96,
INV-2025-000129,380,ISSUED,2025-10-23,2025-11-07,AED,SELLER-001,100987654321000,CUST000015,200000000000015,AE,NET15,,4756.98,196.24,4953.22,4953.22,
INV-2025-000130,380,ISSUED,2025-06-27,2025-07-12,AED,SELLER-001,100987654321000,CUST000036,200000000000036,AE,NET15,,157.51,7.88,165.39,165.39,
INV-2025-000131,380,ISSUED,2025-01-21,2025-02-20,AED,SELLER-001,100987654321000,CUST000190,200000000000190,AE,NET30,,15015.13,750.76,15765.89,15765.89,
INV-2025-000132,380,ISSUED,2025-01-31,2025-03-02,AED,SELLER-001,100987654321000,CUST000034,200000000000034,AE,NET30,,1359.54,67.98,1427.52,1427.52,
INV-2025-000133,380,ISSUED,2025-10-02,2025-11-01,AED,SELLER-001,100987654321000,CUST000048,200000000000048,AE,NET30,,948.56,47.43,995.99,995.99,
INV-2025-000134,380,ISSUED,2025-05-28,2025-05-28,AED,SELLER-001,100987654321000,CUST000007,200000000000007,AE,IMMED,,21165.52,1051.50,22217.02,22217.02,ERR10_VAT_BREAKDOWN_INCONSISTENT
INV-2025-000135,380,ISSUED,2025-07-06,2025-07-21,AED,SELLER-001,100987654321000,CUST000023,200000000000023,AE,NET15,,124965.15,5615.87,130581.02,130581.02,
INV-2025-000136,380,ISSUED,2025-04-11,2025-04-26,AED,SELLER-001,100987654321000,CUST000009,200000000000009,AE,NET15,,55051.45,2752.56,57804.01,57804.01,
INV-2025-000137,380,ISSUED,2025-03-04,2025-03-04,AED,SELLER-001,100987654321000,CUST000018,200000000000018,AE,IMMED,,608.90,30.45,639.35,639.35,
INV-2025-000138,380,ISSUED,2025-07-24,2025-08-08,AED,SELLER-001,100987654321000,CUST000073,200000000000073,AE,NET15,,718.29,35.92,754.21,754.21,
INV-2025-000139,380,ISSUED,2025-01-20,2025-01-27,AED,SELLER-001,100987654321000,CUST000242,,US,NET7,,2397.14,119.86,2517.00,2517.00,
INV-2025-000140,380,ISSUED,2025-08-26,2025-09-25,AED,SELLER-001,100987654321000,CUST000023,200000000000023,AE,NET30,,191505.99,9575.31,201081.30,201081.30,
INV-2025-000141,380,ISSUED,2025-12-06,2026-01-05,AED,SELLER-001,100987654321000,CUST000040,200000000000040,AE,NET30,,8497.04,424.85,8921.89,8921.89,
INV-2025-000142,380,ISSUED,2025-04-21,2025-05-21,AED,SELLER-001,100987654321000,CUST000020,200000000000020,AE,NET30,,59744.03,2987.20,62731.23,62731.23,
INV-2025-000143,380,ISSUED,2025-01-14,2025-01-29,AED,SELLER-001,100987654321000,CUST000038,200000000000038,AE,NET15,,6027.34,301.37,6328.71,6328.71,
INV-2025-000144,380,ISSUED,2025-03-03,2025-04-02,AED,SELLER-001,100987654321000,CUST000036,200000000000036,AE,NET30,,56314.62,2815.72,59130.34,59130.34,
INV-2025-000145,380,ISSUED,2025-02-10,2025-02-10,AED,SELLER-001,100987654321000,CUST000023,200000000000023,AE,IMMED,,65130.56,3256.53,68387.09,68387.09,
INV-2025-000146,380,ISSUED,2025-12-18,2026-01-02,AED,SELLER-001,100987654321000,CUST000129,200000000000129,AE,NET15,,1868.45,93.43,1961.88,1961.88,
INV-2025-000147,380,ISSUED,2025-09-11,2025-09-18,AED,SELLER-001,100987654321000,CUST000035,200000000000035,AE,NET7,,17912.09,895.60,18807.69,18807.69,
INV-2025-000148,380,ISSUED,2025-08-05,2025-08-12,AED,SELLER-001,100987654321000,CUST000011,200000000000011,AE,NET7,,21.33,1.07,22.40,22.40,
INV-2025-000149,380,ISSUED,2025-08-19,2025-08-26,AED,SELLER-001,100987654321000,CUST000042,200000000000042,AE,NET7,,7997.22,399.86,8397.08,8397.08,
INV-2025-000150,380,ISSUED,2025-05-13,2025-05-28,AED,SELLER-001,100987654321000,CUST000133,200000000000133,AE,NET15,,38343.29,1917.16,40260.45,40260.45,
INV-2025-000151,380,ISSUED,2025-03-14,2025-03-29,AED,SELLER-001,100987654321000,CUST000049,200000000000049,AE,NET15,,10611.91,530.60,11142.51,11142.51,
INV-2025-000152,380,ISSUED,2025-08-14,2025-09-13,AED,SELLER-001,100987654321000,CUST000214,,OM,NET30,,25057.13,1252.85,26309.98,26309.98,
INV-2025-000153,380,ISSUED,2025-04-17,2025-05-02,AED,SELLER-001,100987654321000,CUST000064,200000000000064,AE,NET15,,4709.32,235.46,4944.78,4944.78,
INV-2025-000154,380,ISSUED,2025-08-11,2025-08-26,AED,SELLER-001,100987654321000,CUST000167,200000000000167,AE,NET15,,43490.20,2155.90,45646.10,45646.10,
INV-2025-000155,380,ISSUED,2025-10-22,2025-11-06,AED,SELLER-001,100987654321000,CUST000038,200000000000038,AE,NET15,,1408.11,70.41,1478.52,1478.52,
INV-2025-000156,380,ISSUED,2025-05-16,2025-06-15,AED,SELLER-001,100987654321000,CUST000209,200000000000209,AE,NET30,,51686.58,2584.33,54270.91,54270.91,
